disease_set,disease,experiment
cell type cancer,endometrial cancer,dz:849
cell type cancer,esophagus adenocarcinoma,dz:164
cell type cancer,esophagus adenocarcinoma,dz:644
cell type cancer,esophagus squamous cell carcinoma,dz:607
cell type cancer,esophagus squamous cell carcinoma,dz:658
cell type cancer,familial hypercholesterolemia,dz:907
cell type cancer,familial hypercholesterolemia,dz:908
cell type cancer,familial hypercholesterolemia,dz:909
cell type cancer,familial hypercholesterolemia,dz:910
cell type cancer,glioblastoma multiforme,dz:862
cell type cancer,glioblastoma multiforme,dz:863
cell type cancer,head and neck squamous cell carcinoma,dz:458
cell type cancer,hepatitis C virus related hepatocellular carcinoma,dz:736
cell type cancer,hepatocellular carcinoma,dz:407
cell type cancer,hepatocellular carcinoma,dz:493
cell type cancer,hepatocellular carcinoma,dz:554
cell type cancer,hepatocellular carcinoma,dz:656
cell type cancer,hepatocellular carcinoma,dz:735
cell type cancer,invasive ductal carcinoma,dz:606
cell type cancer,invasive ductal carcinoma,dz:626
cell type cancer,Lung Injury,dz:67
cell type cancer,Lung transplant rejection,dz:66
cell type cancer,monoclonal gammopathy of uncertain significance,dz:563
cell type cancer,nasopharynx carcinoma,dz:613
cell type cancer,nasopharynx carcinoma,dz:774
cell type cancer,nasopharynx carcinoma,dz:775
cell type cancer,nasopharynx carcinoma,dz:776
cell type cancer,nasopharynx carcinoma,dz:777
cell type cancer,nasopharynx carcinoma,dz:778
cell type cancer,nasopharynx carcinoma,dz:808
cell type cancer,oligodendroglioma,dz:859
cell type cancer,ovarian serous carcinoma,dz:755
cell type cancer,pancreatic cancer,dz:475
cell type cancer,pancreatic cancer,dz:483
cell type cancer,pancreatic cancer,dz:555
cell type cancer,pancreatic cancer,dz:798
cell type cancer,pancreatic ductal adenocarcinoma,dz:604
cell type cancer,pancreatic ductal adenocarcinoma,dz:698
cell type cancer,pancreatic intraductal papillary-mucinous adenoma,dz:608
cell type cancer,pancreatic invasive intraductal papillary-mucinous carcinoma,dz:610
cell type cancer,pancreatic non-invasive intraductal papillary-mucinous carcinoma,dz:609
cell type cancer,papillary thyroid carcinoma,dz:306
cell type cancer,prolactinoma,dz:636
cell type cancer,prostate cancer,dz:48
cell type cancer,prostate cancer,dz:485
cell type cancer,prostate cancer,dz:603
cell type cancer,prostate cancer,dz:866
cell type cancer,prostate cancer,dz:990
cell type cancer,prostate cancer,dz:991
cell type cancer,salivary gland adenoid cystic carcinoma,dz:511
cell type cancer,serous cystadenocarcinoma,dz:58
cell type cancer,Squamous cell carcinoma of mouth,dz:295
cell type cancer,stomach cancer,dz:553
cell type cancer,synovial sarcoma,dz:22
cell type cancer,thymic carcinoma,dz:344
cell type cancer,thymic carcinoma,dz:985
cell type cancer,uterine fibroid,dz:225
cell type cancer,uterine fibroid,dz:399
cellulitis,chronic obstructive pulmonary disease,dz:36
cellulitis,Psoriasis vulgaris,dz:35
cellulitis,Psoriasis vulgaris,dz:444
cellulitis,Psoriasis vulgaris,dz:93
cellulitis,Streptococcal tonsillitis,dz:263
central nervous system benign neoplasm,childhood type dermatomyositis,dz:771
central nervous system benign neoplasm,childhood type dermatomyositis,dz:772
central nervous system cancer,astrocytoma,dz:860
central nervous system cancer,astrocytoma,dz:861
central nervous system cancer,childhood type dermatomyositis,dz:771
central nervous system cancer,childhood type dermatomyositis,dz:772
central nervous system cancer,familial hypercholesterolemia,dz:907
central nervous system cancer,familial hypercholesterolemia,dz:908
central nervous system cancer,familial hypercholesterolemia,dz:909
central nervous system cancer,familial hypercholesterolemia,dz:910
central nervous system cancer,glioblastoma multiforme,dz:862
central nervous system cancer,glioblastoma multiforme,dz:863
central nervous system cancer,oligodendroglioma,dz:859
central nervous system cancer,prostate cancer,dz:48
central nervous system cancer,prostate cancer,dz:485
central nervous system cancer,prostate cancer,dz:603
central nervous system cancer,prostate cancer,dz:866
central nervous system cancer,prostate cancer,dz:990
central nervous system cancer,prostate cancer,dz:991
central nervous system disease,adrenoleukodystrophy,dz:709
central nervous system disease,adrenoleukodystrophy,dz:864
central nervous system disease,adrenoleukodystrophy,dz:865
central nervous system disease,Alzheimer's disease,dz:519
central nervous system disease,Alzheimer's disease,dz:520
central nervous system disease,Alzheimer's disease,dz:521
central nervous system disease,Alzheimer's disease,dz:522
central nervous system disease,Alzheimer's disease,dz:523
central nervous system disease,Alzheimer's disease,dz:524
central nervous system disease,Alzheimer's disease,dz:592
central nervous system disease,amyotrophic lateral sclerosis,dz:679
central nervous system disease,amyotrophic lateral sclerosis,dz:681
central nervous system disease,APECED - Autoimmune polyendocrinopathy-candidiasis-ectodermal dystrophy,dz:6
central nervous system disease,astrocytoma,dz:860
central nervous system disease,astrocytoma,dz:861
central nervous system disease,cerebral palsy,dz:503
central nervous system disease,cerebral palsy,dz:877
central nervous system disease,cerebral palsy,dz:878
central nervous system disease,cerebral palsy,dz:912
central nervous system disease,cerebral palsy,dz:913
central nervous system disease,childhood type dermatomyositis,dz:771
central nervous system disease,childhood type dermatomyositis,dz:772
central nervous system disease,cystic fibrosis,dz:1055
central nervous system disease,cystic fibrosis,dz:1056
central nervous system disease,cystic fibrosis,dz:1057
central nervous system disease,cystic fibrosis,dz:138
central nervous system disease,cystic fibrosis,dz:428
central nervous system disease,cystic fibrosis,dz:65
central nervous system disease,cystic fibrosis,dz:833
central nervous system disease,diabetic neuropathy,dz:7
central nervous system disease,diabetic retinopathy,dz:911
central nervous system disease,dystonia,dz:329
central nervous system disease,epilepsy syndrome,dz:417
central nervous system disease,familial hypercholesterolemia,dz:907
central nervous system disease,familial hypercholesterolemia,dz:908
central nervous system disease,familial hypercholesterolemia,dz:909
central nervous system disease,familial hypercholesterolemia,dz:910
central nervous system disease,Generalized seizures,dz:169
central nervous system disease,glioblastoma multiforme,dz:862
central nervous system disease,glioblastoma multiforme,dz:863
central nervous system disease,Huntington's disease,dz:466
central nervous system disease,Huntington's disease,dz:527
central nervous system disease,Huntington's disease,dz:528
central nervous system disease,Huntington's disease,dz:632
central nervous system disease,Huntington's disease,dz:671
central nervous system disease,Huntington's disease,dz:702
central nervous system disease,Huntington's disease,dz:703
central nervous system disease,Huntington's disease,dz:717
central nervous system disease,Huntington's disease,dz:718
central nervous system disease,Huntington's disease,dz:719
central nervous system disease,Huntington's disease,dz:720
central nervous system disease,Huntington's disease,dz:722
central nervous system disease,Huntington's disease,dz:723
central nervous system disease,Huntington's disease,dz:724
central nervous system disease,Huntington's disease,dz:725
central nervous system disease,Huntington's disease,dz:726
central nervous system disease,Huntington's disease,dz:727
central nervous system disease,Huntington's disease,dz:728
central nervous system disease,Huntington's disease,dz:929
central nervous system disease,Huntington's disease,dz:930
central nervous system disease,Huntington's disease,dz:931
central nervous system disease,hypertension,dz:400
central nervous system disease,inclusion body myositis,dz:706
central nervous system disease,intracranial aneurysm,dz:744
central nervous system disease,Meningococcal infection,dz:347
central nervous system disease,motor neuritis,dz:104
central nervous system disease,multiple myeloma,dz:561
central nervous system disease,multiple myeloma,dz:707
central nervous system disease,multiple myeloma,dz:787
central nervous system disease,multiple myeloma,dz:955
central nervous system disease,multiple sclerosis,dz:737
central nervous system disease,multiple sclerosis,dz:738
central nervous system disease,multiple sclerosis,dz:743
central nervous system disease,multiple sclerosis,dz:746
central nervous system disease,Niemann-Pick disease,dz:469
central nervous system disease,oligodendroglioma,dz:859
central nervous system disease,Parkinson's disease,dz:1080
central nervous system disease,Parkinson's disease,dz:496
central nervous system disease,Parkinson's disease,dz:741
central nervous system disease,Parkinson's disease,dz:788
central nervous system disease,Parkinson's disease,dz:940
central nervous system disease,Parkinson's disease,dz:941
central nervous system disease,progressive myoclonus epilepsy,dz:516
central nervous system disease,progressive myoclonus epilepsy,dz:517
central nervous system disease,progressive myoclonus epilepsy,dz:518
central nervous system disease,prostate cancer,dz:48
central nervous system disease,prostate cancer,dz:485
central nervous system disease,prostate cancer,dz:603
central nervous system disease,prostate cancer,dz:866
central nervous system disease,prostate cancer,dz:990
central nervous system disease,prostate cancer,dz:991
central nervous system disease,relapsing-remitting multiple sclerosis,dz:879
central nervous system disease,Rift Valley fever,dz:875
central nervous system disease,Rift Valley fever,dz:876
central nervous system disease,Sendai virus infection,dz:82
central nervous system disease,Streptococcal tonsillitis,dz:263
central nervous system disease,West Nile fever,dz:874
cerebellar disease,astrocytoma,dz:860
cerebellar disease,astrocytoma,dz:861
cerebellum cancer,astrocytoma,dz:860
cerebellum cancer,astrocytoma,dz:861
cerebral arterial disease,intracranial aneurysm,dz:744
cerebral degeneration,adrenoleukodystrophy,dz:709
cerebral degeneration,adrenoleukodystrophy,dz:864
cerebral degeneration,adrenoleukodystrophy,dz:865
cerebral palsy,cerebral palsy,dz:503
cerebral palsy,cerebral palsy,dz:877
cerebral palsy,cerebral palsy,dz:878
cerebral palsy,cerebral palsy,dz:912
cerebral palsy,cerebral palsy,dz:913
cerebrovascular disease,intracranial aneurysm,dz:744
cerebrum cancer,astrocytoma,dz:860
cerebrum cancer,astrocytoma,dz:861
cervical benign neoplasm,cervical cancer,dz:617
cervical benign neoplasm,cervical cancer,dz:619
cervical cancer,cervical cancer,dz:617
cervical cancer,cervical cancer,dz:619
cervical cancer,diffuse large B-cell lymphoma,dz:684
cervical cancer,diffuse large B-cell lymphoma,dz:686
cervical cancer,diffuse large B-cell lymphoma,dz:687
cervical cancer,diffuse large B-cell lymphoma,dz:688
cervical cancer,endometrial cancer,dz:838
cervical cancer,endometrial cancer,dz:839
cervical cancer,endometrial cancer,dz:840
cervical cancer,endometrial cancer,dz:841
cervical cancer,endometrial cancer,dz:842
cervical cancer,endometrial cancer,dz:843
cervical cancer,endometrial cancer,dz:844
cervical cancer,endometrial cancer,dz:845
cervical cancer,endometrial cancer,dz:846
cervical cancer,endometrial cancer,dz:847
cervical cancer,endometrial cancer,dz:848
cervical cancer,endometrial cancer,dz:849
cervical cancer,salivary gland adenoid cystic carcinoma,dz:511
cervical carcinosarcoma,cervical cancer,dz:617
cervical carcinosarcoma,cervical cancer,dz:619
cervicitis,Acute Lung Injury,dz:152
cervicitis,Acute Lung Injury,dz:168
cervix carcinoma,cervical cancer,dz:617
cervix carcinoma,cervical cancer,dz:619
cervix carcinoma,diffuse large B-cell lymphoma,dz:684
cervix carcinoma,diffuse large B-cell lymphoma,dz:686
cervix carcinoma,diffuse large B-cell lymphoma,dz:687
cervix carcinoma,diffuse large B-cell lymphoma,dz:688
cervix carcinoma,salivary gland adenoid cystic carcinoma,dz:511
cervix disease,Acute Lung Injury,dz:152
cervix disease,Acute Lung Injury,dz:168
cervix disease,cervical cancer,dz:617
cervix disease,cervical cancer,dz:619
cervix disease,diffuse large B-cell lymphoma,dz:684
cervix disease,diffuse large B-cell lymphoma,dz:686
cervix disease,diffuse large B-cell lymphoma,dz:687
cervix disease,diffuse large B-cell lymphoma,dz:688
cervix disease,endometrial cancer,dz:838
cervix disease,endometrial cancer,dz:839
cervix disease,endometrial cancer,dz:840
cervix disease,endometrial cancer,dz:841
cervix disease,endometrial cancer,dz:842
cervix disease,endometrial cancer,dz:843
cervix disease,endometrial cancer,dz:844
cervix disease,endometrial cancer,dz:845
cervix disease,endometrial cancer,dz:846
cervix disease,endometrial cancer,dz:847
cervix disease,endometrial cancer,dz:848
cervix disease,endometrial cancer,dz:849
cervix disease,endometriosis,dz:393
cervix disease,endometriosis,dz:945
cervix disease,endometriosis,dz:946
cervix disease,endometriosis,dz:947
cervix disease,Human immunodeficiency virus infectious disease,dz:40
cervix disease,Human immunodeficiency virus infectious disease,dz:419
cervix disease,salivary gland adenoid cystic carcinoma,dz:511
childhood acute lymphocytic leukemia,precursor B lymphoblastic lymphoma/leukemia,dz:803
childhood leukemia,acute myeloid leukemia,dz:782
childhood leukemia,acute myeloid leukemia,dz:783
childhood leukemia,chronic myeloid leukemia,dz:403
childhood leukemia,chronic myeloid leukemia,dz:501
childhood leukemia,leukemia,dz:482
childhood pilocytic astrocytoma,astrocytoma,dz:860
childhood pilocytic astrocytoma,astrocytoma,dz:861
cholestasis,Obstructive sleep apnea,dz:217
chondrosarcoma,intracranial aneurysm,dz:744
chromosomal deletion syndrome,Down syndrome,dz:105
chromosomal deletion syndrome,Down syndrome,dz:1062
chromosomal deletion syndrome,Down syndrome,dz:1063
chromosomal deletion syndrome,Down syndrome,dz:277
chromosomal deletion syndrome,Down syndrome,dz:529
chromosomal deletion syndrome,myelodysplastic syndrome,dz:747
chromosomal deletion syndrome,myelodysplastic syndrome,dz:748
chromosomal deletion syndrome,myelodysplastic syndrome,dz:749
chromosomal deletion syndrome,myelodysplastic syndrome,dz:750
chromosomal deletion syndrome,myelodysplastic syndrome,dz:812
chromosomal deletion syndrome,neurofibromatosis,dz:665
chromosomal deletion syndrome,neurofibromatosis,dz:666
chromosomal deletion syndrome,neurofibromatosis,dz:667
chromosomal deletion syndrome,neurofibromatosis,dz:668
chromosomal deletion syndrome,neurofibromatosis,dz:669
chromosomal deletion syndrome,neurofibromatosis,dz:670
chromosomal deletion syndrome,Rett syndrome,dz:390
chromosomal deletion syndrome,Setleis syndrome,dz:285
chromosomal deletion syndrome,Sjogren's syndrome,dz:888
chromosomal deletion syndrome,Sjogren's syndrome,dz:890
chromosomal deletion syndrome,Treacher Collins syndrome,dz:480
chromosomal deletion syndrome,Williams-Beuren syndrome,dz:903
chromosomal deletion syndrome,Wolfram syndrome,dz:457
chromosomal deletion syndrome,Wolfram syndrome,dz:694
chromosomal deletion syndrome,Wolfram syndrome,dz:695
chromosomal disease,Down syndrome,dz:105
chromosomal disease,Down syndrome,dz:1062
chromosomal disease,Down syndrome,dz:1063
chromosomal disease,Down syndrome,dz:277
chromosomal disease,Down syndrome,dz:529
chromosomal disease,myelodysplastic syndrome,dz:747
chromosomal disease,myelodysplastic syndrome,dz:748
chromosomal disease,myelodysplastic syndrome,dz:749
chromosomal disease,myelodysplastic syndrome,dz:750
chromosomal disease,myelodysplastic syndrome,dz:812
chromosomal disease,neurofibromatosis,dz:665
chromosomal disease,neurofibromatosis,dz:666
chromosomal disease,neurofibromatosis,dz:667
chromosomal disease,neurofibromatosis,dz:668
chromosomal disease,neurofibromatosis,dz:669
chromosomal disease,neurofibromatosis,dz:670
chromosomal disease,Rett syndrome,dz:390
chromosomal disease,Setleis syndrome,dz:285
chromosomal disease,Sjogren's syndrome,dz:888
chromosomal disease,Sjogren's syndrome,dz:890
chromosomal disease,Treacher Collins syndrome,dz:480
chromosomal disease,Williams-Beuren syndrome,dz:903
chromosomal disease,Wolfram syndrome,dz:457
chromosomal disease,Wolfram syndrome,dz:694
chromosomal disease,Wolfram syndrome,dz:695
chronic conjunctivitis,Rett syndrome,dz:390
chronic conjunctivitis,Setleis syndrome,dz:285
chronic conjunctivitis,Sjogren's syndrome,dz:888
chronic conjunctivitis,Sjogren's syndrome,dz:890
chronic conjunctivitis,Treacher Collins syndrome,dz:480
chronic leukemia,chronic myeloid leukemia,dz:403
chronic leukemia,chronic myeloid leukemia,dz:501
chronic leukemia,"Leukemia, Chronic T-Cell",dz:74
chronic lymphocytic leukemia,chronic lymphocytic leukemia,dz:194
chronic lymphocytic leukemia,chronic lymphocytic leukemia,dz:786
chronic lymphocytic leukemia,Chronic Lymphocytic Leukemia (Chronic B-lymphocytic leukemia),dz:745
