mgi_symbol,hgnc_symbol
Olfr271-ps1,OR13C5
Olfr271-ps1,OR13C2
Olfr271-ps1,OR13C9
Emc9,EMC9
Csmd1,CSMD1
Arhgap26,ARHGAP26
Pnoc,PNOC
9530077C05Rik,KIAA0895
Cyp26b1,CYP26B1
Ptgs1,PTGS1
Slc39a2,SLC39A2
Omg,OMG
Ssbp4,SSBP4
Cotl1,COTL1
Arhgap15,ARHGAP15
Grm4,GRM4
Arg1,ARG1
Ino80b,INO80B-WBP1
Ino80b,INO80B
Syap1,SYAP1
Amdhd2,AMDHD2
Ppp1r1c,PPP1R1C
Pln,PLN
Plcl1,PLCL1
Klk1b26,KLK1
Trex1,TREX1
Nmt1,NMT1
Cxcl12,CXCL12
Glcci1,GLCCI1
Plekhh1,PLEKHH1
Sstr2,SSTR2
Fam24b,FAM24B
Fam24b,FAM24A
Gm21988,RNASEK
4930467E23Rik,POTEC
Phf10,PHF10
Psd2,PSD2
Atp1a3,ATP1A3
Ivd,IVD
Cd209e,CD209
Cd209e,CLEC4M
Ccm2l,CCM2L
Basp1,BASP1
Mpzl3,MPZL3
Cd109,CD109
Ablim1,ABLIM1
Fbxo9,FBXO9
Il11,IL11
Agpat1,AGPAT1
Iqsec1,IQSEC1
Rbm44,RBM44
Peli1,PELI1
Htatip2,HTATIP2
Nat1,NAT1
Nat1,NAT2
Lats2,LATS2
Kcna5,KCNA5
Slc22a14,SLC22A14
Itgb1bp1,ITGB1BP1
Ulk4,ULK4
Tgm6,TGM6
Wdr6,WDR6
Gid8,GID8
Dscam,DSCAM
Olfr482,OR5P2
Ski,SKI
Gm4305,ALYREF
Dalrd3,DALRD3
Zfp966,ZNF788P
4930539E08Rik,C6orf222
Zdhhc1,ZDHHC1
Stoml3,STOML3
Scarf1,SCARF1
Scrt2,SCRT2
4933427D14Rik,KIAA0753
Atoh7,ATOH7
St3gal4,ST3GAL4
Satl1,SATL1
Tmem173,TMEM173
Hnrnpul1,HNRNPUL1
Bag3,BAG3
Mtfp1,MTFP1
Fkbp1a,FKBP1A
Zbtb10,ZBTB10
Smim23,SMIM23
Pax8,PAX8
Lrfn3,LRFN3
Sox4,SOX4
Ccdc70,CCDC70
Spsb3,SPSB3
Ptpn5,PTPN5
Inpp5f,INPP5F
Hrh4,HRH4
Lsm7,LSM7
Mbd5,MBD5
Cd300e,CD300E
Rhbdd2,RHBDD2
Osbpl6,OSBPL6
Frmd6,FRMD6
Acot8,ACOT8
Retn,RETN
Emid1,EMID1
Pitpna,PITPNA
Mdh1,MDH1
Dok6,DOK6
Klhl15,KLHL15
Dhtkd1,DHTKD1
Ankfy1,ANKFY1
Pcolce,PCOLCE
Manea,MANEA
Chmp6,CHMP6
Jdp2,JDP2
Acyp1,ACYP1
Actr1b,ACTR1B
Usp16,USP16
Bcap31,BCAP31
Klc4,KLC4
Tmem106c,TMEM106C
Icam2,ICAM2
Rab20,RAB20
Tgs1,TGS1
Taar8b,TAAR8
Il17re,IL17RE
Gm4924,ZNF788P
Mt1,MT1X
Pygo1,PYGO1
Cpeb2,CPEB2
D430041D05Rik,KIAA1549L
Nkx2-1,NKX2-1
Cyp4f18,CYP4F3
Gem,GEM
Oxnad1,OXNAD1
AI464131,MYORG
Mob1a,MOB1A
Gfod1,GFOD1
Kcnb2,KCNB2
Olfr20,OR1E1
Olfr20,OR1E2
Prkcg,PRKCG
Olfr1271,OR4B1
Fastkd5,FASTKD5
Acer1,ACER1
Ifna1,IFNA21
Ifna1,IFNA4
Ifna1,IFNA7
Ifna1,IFNA14
Ifna1,IFNA10
Ifna1,IFNA17
Ifna1,IFNA16
Ifna1,IFNA5
Ifna1,IFNA6
Ifna1,IFNA13
Ifna1,IFNA2
Ifna1,IFNA8
Ifna1,IFNA1
Olfr1268-ps1,OR4X1
Igfals,IGFALS
Fuz,FUZ
Tmc2,TMC2
Ano5,ANO5
Snap91,SNAP91
Zfp239,ZNF239
Pth,PTH
Tmem161a,TMEM161A
BC049352,SMIM35
Nipa1,NIPA1
Sema6a,SEMA6A
Spindoc,SPINDOC
Rad23b,RAD23B
Doc2a,DOC2A
Kansl3,KANSL3
Tmem243,TMEM243
Dennd4c,DENND4C
R3hdm1,R3HDM1
Ibtk,IBTK
Calb1,CALB1
Chsy3,CHSY3
Ube2e1,UBE2E1
Kank3,KANK3
9330182L06Rik,KIAA1324L
Eipr1,EIPR1
Dlc1,DLC1
Rnf145,RNF145
Sstr5,SSTR5
Gm10031,CSNK2A3
Nfe2l2,NFE2L2
Plekha8,PLEKHA8
AI481877,C9orf84
Nsmce3,NSMCE3
Gm7334,BTG3
Cpsf3,CPSF3
Olfr403,OR1A2
Olfr403,OR1A1
Cyth3,CYTH3
Spcs2,SPCS2
Slc15a3,SLC15A3
2310035C23Rik,KIAA1468
Pde8b,PDE8B
Hint1,HINT1
Fbxw11,FBXW11
Olfr1258,OR4C13
Olfr1258,OR4C46
Gm6871,ZNF788P
Gm14137,C15orf62
Dixdc1,DIXDC1
Vps41,VPS41
Tet3,TET3
Sin3b,SIN3B
Olfr1250,OR4A8
Olfr1250,OR4A5
Mindy2,MINDY2
Selenoh,SELENOH
Eml5,EML5
Nr0b1,NR0B1
Tmtc4,TMTC4
Olfr402,OR3A1
Marveld1,MARVELD1
Pank3,PANK3
Gpx5,GPX5
Tmem258,TMEM258
Msantd1,MSANTD1
Psenen,PSENEN
Rtn4ip1,RTN4IP1
Plagl1,PLAGL1
Mageb5,MAGEB5
Adap1,ADAP1
Zfp395,ZNF395
Gm4353,NUP35
Sox5,SOX5
Olfr487,OR5P2
Tmem109,TMEM109
Zc3h3,ZC3H3
Mapk15,MAPK15
4921524J17Rik,C16orf87
Rps6ka4,RPS6KA4
Tmem8,TMEM8A
Wrnip1,WRNIP1
Hcn2,HCN2
Bid,BID
Parp4,PARP4
Bdnf,BDNF
Sox17,SOX17
Cdkn2b,CDKN2B
Aldh4a1,ALDH4A1
Patl2,PATL2
Hsd17b2,HSD17B2
Mtap,MTAP
Ncf4,NCF4
Gm8764,ALYREF
Tbx1,TBX1
0610010F05Rik,KIAA1841
4931417E11Rik,JKAMP
Olfr211,OR13A1
9530053A07Rik,FCGBP
Tns1,TNS1
Afap1,AFAP1
Npas2,NPAS2
Adm,ADM
Cnp,CNP
Susd1,SUSD1
Pdcd11,PDCD11
Ddrgk1,DDRGK1
1700080O16Rik,MAGEA1
Cdca2,CDCA2
Sptan1,SPTAN1
Zfp160,ZNF665
Alyref2,ALYREF
Rab5a,RAB5A
Pof1b,POF1B
Spaar,SPAAR
Retreg3,RETREG3
Spint1,SPINT1
Smarcb1,SMARCB1
Myo1d,MYO1D
Tmem52,TMEM52
Cndp1,CNDP1
Ccl4,CCL4
Cyb5r3,CYB5R3
Pcsk4,PCSK4
Tas2r104,TAS2R10
Fgf8,FGF8
Bmp15,BMP15
Rbbp7,RBBP7
Krt72,KRT72
Olfr469,OR5P2
Tfpt,TFPT
Gipc3,GIPC3
Rbm22,RBM22
Zc2hc1c,ZC2HC1C
Fmr1,FMR1
Zfp959,ZNF788P
Tmem163,TMEM163
Il1f6,IL36A
Tnfsf12,TNFSF12
Ier2,IER2
Acat1,ACAT1
Tnfaip8,TNFAIP8
Pax6,PAX6
Pdzd4,PDZD4
Adamtsl2,ADAMTSL2
Slc29a1,SLC29A1
Gm20489,IL2RG
Myb,MYB
Mitd1,MITD1
Ubfd1,UBFD1
Asb15,ASB15
Ogdh,OGDH
Kcnc3,KCNC3
Adamts12,ADAMTS12
Cyb5a,CYB5A
Wipf3,WIPF3
Wbp1,WBP1
Asb16,ASB16
Trappc5,TRAPPC5
Dnajc7,DNAJC7
Col3a1,COL3A1
Clic6,CLIC6
Rin1,RIN1
Rmnd5a,RMND5A
Gh,CSH1
Gh,CSHL1
Gh,GH1
Klk1b11,KLK1
Mbd3,MBD3
Olfr1273-ps,OR4B1
Rnf169,RNF169
Il1f5,IL36RN
Ugcg,UGCG
Cd300ld,CD300LD
Exoc6b,EXOC6B
Wasl,WASL
Scn2a,SCN2A
Vstm2l,VSTM2L
Sfxn1,SFXN1
Rer1,RER1
Ptprt,PTPRT
Azin1,AZIN1
Apcdd1,APCDD1
Tnni2,TNNI2
Mfsd10,MFSD10
Lpcat3,LPCAT3
Trip12,TRIP12
Nab2,NAB2
Ddx1,DDX1
Stkld1,STKLD1
Rufy2,RUFY2
Dact3,DACT3
Ssxb3,SSX5
Ssxb3,SSX1
Ssxb3,SSX3
Ssxb3,SSX4
Ssxb3,SSX4B
Ufm1,UFM1
Pfkfb4,PFKFB4
Map3k8,MAP3K8
Zbtb24,ZBTB24
Mal,MAL
Sgta,SGTA
Pdcl3,PDCL3
Ssr4,SSR4
Mettl21a,METTL21A
Sik1,SIK1B
Sik1,SIK1
Hnrnpd,HNRNPD
Ewsr1,EWSR1
Mos,MOS
Taf4b,TAF4B
Sat2,SAT2
Emc4,EMC4
Akap14,AKAP14
Vmn1r235,VN1R4
Bdh2,BDH2
Nrxn2,NRXN2
Hoxb5,HOXB5
Purb,PURB
Dbndd1,DBNDD1
Lrp1,LRP1
Ceacam16,CEACAM16
Mars2,MARS2
AI987944,ZNF788P
Gdf3,GDF3
Smco2,SMCO2
Them6,THEM6
Poldip3,POLDIP3
Cyp2b19,CYP2B6
Olfr492,OR5P2
Kdm1b,KDM1B
Tmem254a,TMEM254
Jmjd7,JMJD7
Elp4,ELP4
Pafah1b2,PAFAH1B2
Cisd2,CISD2
Klhl14,KLHL14
Lactb2,LACTB2
Eif2s3x,EIF2S3B
Eif2s3x,EIF2S3
Gpalpp1,GPALPP1
Rps6ka2,RPS6KA2
Mc2r,MC2R
Lonp2,LONP2
Serping1,SERPING1
Gusb,GUSB
Il1f10,IL1F10
Asap2,ASAP2
Rad21l,RAD21L1
Lcorl,LCORL
Neu3,NEU3
Chp1,CHP1
Kynu,KYNU
Tmem255a,TMEM255A
Ccne1,CCNE1
Olfr1270,OR4B1
Wdr11,WDR11
Shpk,SHPK
Ctsz,CTSZ
Ina,INA
Gpld1,GPLD1
Apc,APC
Dcxr,DCXR
Rhot2,RHOT2
Phf7,PHF7
Ddx27,DDX27
Gm20683,RHOT2
Rnf122,RNF122
Fam189a1,FAM189A1
Trap1,TRAP1
Gjb2,GJB2
Cnr2,CNR2
Ifit1,IFIT1B
Gprc5c,GPRC5C
Gm4131,C13orf42
Trib2,TRIB2
Smim1,SMIM1
Dck,DCK
Rreb1,RREB1
Tmem114,TMEM114
Ppp2r2c,PPP2R2C
Nacc1,NACC1
Ahi1,AHI1
Tmc6,TMC6
Tert,TERT
Olfr362,OR1B1
Nr1h2,NR1H2
Zbtb33,ZBTB33
Tuba1b,TUBA1B
Zkscan2,ZKSCAN2
Pik3ap1,PIK3AP1
Wdr27,WDR27
Sirpa,SIRPG
Sirpa,SIRPA
Ss18,SS18
Gm14295,ZNF788P
Ifnab,IFNA21
Ifnab,IFNA4
Ifnab,IFNA7
Ifnab,IFNA14
Ifnab,IFNA10
Ifnab,IFNA17
Ifnab,IFNA16
Ifnab,IFNA5
Ifnab,IFNA6
Ifnab,IFNA13
Ifnab,IFNA2
Ifnab,IFNA8
Ifnab,IFNA1
Cracr2b,CRACR2B
Nat8f7,NAT8
Gm2381,ZNF788P
Hspa14,HSPA14
Sphkap,SPHKAP
Pp2d1,PP2D1
Elk1,ELK1
Hr,HR
Ldb2,LDB2
Uqcc3,UQCC3
Sharpin,SHARPIN
Fbp2,FBP2
Pdk1,PDK1
Mapk1ip1l,MAPK1IP1L
Cfap221,CFAP221
Psmb11,PSMB11
Rab11fip2,RAB11FIP2
Nkx2-9,NKX2-8
Ssxb5,SSX5
Ssxb5,SSX1
Ssxb5,SSX3
Ssxb5,SSX4
Ssxb5,SSX4B
Gm5591,C2orf78
Leap2,LEAP2
Gm6592,SSX5
Gm6592,SSX1
Gm6592,SSX3
Gm6592,SSX4
Gm6592,SSX4B
Rhpn1,RHPN1
Rrbp1,RRBP1
Rhobtb1,RHOBTB1
Zfp973,ZNF788P
Tmem219,TMEM219
Tsnaxip1,TSNAXIP1
Fgf18,FGF18
Fkbp1b,FKBP1B
Lca5,LCA5
Pacsin2,PACSIN2
Gpt2,GPT2
Cnih1,CNIH1
Tdrd12,TDRD12
Gm20422,ZNF788P
Cd300lf,CD300LD
Gm14444,ZNF788P
Actg2,ACTG2
Zfp185,ZNF185
Ttc21a,TTC21A
Tjp3,TJP3
Sh3bgrl2,SH3BGRL2
Tfdp1,TFDP3
Slc6a19,SLC6A19
Sfmbt2,SFMBT2
1810013L24Rik,C16orf72
Ighv7-2,IGHV3OR15-7
Trim9,TRIM9
Bag1,BAG1
Gzma,GZMA
Taar9,TAAR9
Tmed4,TMED4
Itch,ITCH
Spata32,SPATA32
Haus3,HAUS3
Fam210b,FAM210B
Fam110a,FAM110A
Cyp2a4,CYP2A6
Cyp2a4,CYP2A7
Cyp2a4,CYP2A13
Hnrnph3,HNRNPH3
Fitm1,FITM1
Nbea,NBEA
Tekt5,TEKT5
Stoml1,STOML1
Olfr1289,OR4F5
Fgf13,FGF13
Manbal,MANBAL
Rrm1,RRM1
Bap1,BAP1
Fut7,FUT7
Tbc1d10b,TBC1D10B
Gm9833,MYEF2
Pdcl,PDCL
Abca8b,ABCA8
Slc7a3,SLC7A3
Ifna4,IFNA21
Ifna4,IFNA4
Ifna4,IFNA7
Ifna4,IFNA14
Ifna4,IFNA10
Ifna4,IFNA17
Ifna4,IFNA16
Ifna4,IFNA5
Ifna4,IFNA6
Ifna4,IFNA13
Ifna4,IFNA2
Ifna4,IFNA8
Ifna4,IFNA1
Aebp2,AEBP2
Wasf1,WASF1
Egfl8,EGFL8
Mrpl48,MRPL48
Olfr494,OR5P2
Mrps31,MRPS31
Zdhhc4,ZDHHC4
Neurl2,NEURL2
Rpusd4,RPUSD4
Abcc2,ABCC2
Sorcs1,SORCS1
Acly,ACLY
Eef2kmt,FAM86B2
Hmgn5,HMGN5
Pex2,PEX2
Metrnl,METRNL
Pls3,PLS3
Rps20,RPS20
Uqcrfs1,UQCRFS1
Dscaml1,DSCAML1
Sat1,SAT1
Itpa,ITPA
Slc1a3,SLC1A3
Slc13a1,SLC13A1
Txnl4b,TXNL4B
Ufl1,UFL1
Vstm2b,VSTM2B
Magix,MAGIX
Gemin6,GEMIN6
Epha5,EPHA5
Cbln4,CBLN4
Sept1,SEPT1
Bcas3,BCAS3
Kdm2a,KDM2A
Sra1,APBB3
Lap3,LAP3
Chmp5,CHMP5
Napsa,NAPSA
Oard1,OARD1
Zfp938,ZNF788P
Nufip1,NUFIP1
Gchfr,GCHFR
Gata6,GATA6
Gdf9,GDF9
Rela,RELA
Cacna2d4,CACNA2D4
Spaca3,SPACA3
Fam20a,FAM20A
Eif5a,EIF5AL1
Adamts17,ADAMTS17
Zdhhc5,ZDHHC5
Sh3tc2,SH3TC2
Tnfsf13,TNFSF13
Bend6,BEND6
Synpo2l,SYNPO2L
Xab2,XAB2
Tgm1,TGM1
Clec18a,CLEC18A
Krt222,KRT222
Lat2,LAT2
Cnot3,CNOT3
Galnt14,GALNT14
Lasp1,LASP1
Ssx9,SSX5
Ssx9,SSX1
Ssx9,SSX3
Ssx9,SSX4
Ssx9,SSX4B
Plpp1,PLPP1
Snn,SNN
Alppl2,ALPP
Alppl2,ALPG
Alppl2,ALPI
Crhbp,CRHBP
Virma,VIRMA
Hsh2d,HSH2D
Top1,TOP1
Taar1,TAAR1
Pygl,PYGL
Calr,CALR
Kif16b,KIF16B
Kif24,KIF24
Cars,CARS
Adgrg3,ADGRG3
Arhgap18,ARHGAP18
Tnfrsf11a,TNFRSF11A
Rpl36al,RPL36AL
Zmym4,ZMYM4
Plp2,PLP2
Tmem256,TMEM256-PLSCR3
Tmem256,TMEM256
Txndc17,TXNDC17
Tead2,TEAD2
Magea1,MAGEA1
Lrch2,LRCH2
Arhgap36,ARHGAP36
L3mbtl1,L3MBTL1
Bcat1,BCAT1
Mroh8,MROH8
Olfr506,OR5P2
Tmprss13,TMPRSS13
Pfdn6,PFDN6
Usp9y,USP9Y
Ccdc126,CCDC126
Gm21293,ALYREF
Zfp768,ZNF768
Spc24,SPC24
Slc5a3,SLC5A3
Cdc27,CDC27
Iglc3,IGLL1
U2af1,U2AF1L5
Cyb5r2,CYB5R2
Csmd3,CSMD3
Myt1l,MYT1L
Vstm5,VSTM5
Ebag9,EBAG9
Fstl4,FSTL4
Relt,RELT
Tmem26,TMEM26
Brs3,BRS3
Iffo2,IFFO2
Gm10772,ZNF788P
Akap7,AKAP7
Cxxc5,CXXC5
Adam21,ADAM21
Nup155,NUP155
Bnip3l,BNIP3L
Gm21969,IFFO2
Ptp4a1,PTP4A1
Lingo3,LINGO3
Clec3b,CLEC3B
8430408G22Rik,DEPP1
Tmem150c,TMEM150C
Ubap1,UBAP1
Ces1d,CES1
Cd8a,CD8A
Zbtb21,ZBTB21
Hsp90ab1,HSP90AB1
Ccdc8,CCDC8
Scara5,SCARA5
Pex10,PEX10
Gm14781,MAGEB5
Dnmbp,DNMBP
Pianp,PIANP
Dnase1,DNASE1
Yy1,YY1
Gm14139,ZNF788P
Olfr32,OR4B1
Gch1,GCH1
Elac2,ELAC2
F2rl3,F2RL3
Rasgrf1,RASGRF1
Romo1,ROMO1
Gm14308,ZNF788P
Upf3b,UPF3B
Unkl,UNKL
Ankrd13d,ANKRD13D
Diras1,DIRAS1
Zfp212,ZNF212
Impg1,IMPG1
Tbc1d16,TBC1D16
Slc43a2,SLC43A2
Med9,MED9
Cdrt4,CDRT4
Tbc1d21,TBC1D21
Prelid3b,PRELID3B
Dgcr6,DGCR6
Sf3b6,SF3B6
Mcm6,MCM6
Slc26a8,SLC26A8
Msx2,MSX2
Igkv9-123,IGKV1OR2-108
Reep5,REEP5
Nbas,NBAS
Olfr142,OR4B1
Phf20l1,PHF20L1
Ifna15,IFNA21
Ifna15,IFNA4
Ifna15,IFNA7
Ifna15,IFNA14
Ifna15,IFNA10
Ifna15,IFNA17
Ifna15,IFNA16
Ifna15,IFNA5
Ifna15,IFNA6
Ifna15,IFNA13
Ifna15,IFNA2
Ifna15,IFNA8
Ifna15,IFNA1
Ino80e,INO80E
Rassf4,RASSF4
Zfp78,ZNF471
Ttc30a2,TTC30A
Htr2c,HTR2C
Slc38a11,SLC38A11
Dna2,DNA2
Zfp407,ZNF407
Gm4884,C2orf78
Hoxb8,HOXB8
Nectin1,NECTIN1
Tff1,TFF1
Rock1,ROCK1
Spata31d1d,SPATA31D3
Spata31d1d,SPATA31D4
Spata31d1d,SPATA31D1
Igsf21,IGSF21
Ncapg,NCAPG
Aff4,AFF4
Olfr507,OR5P2
Zc4h2,ZC4H2
Rnf103,RNF103
Ranbp10,RANBP10
Gm20503,DNAJC25-GNG10
Cnnm2,CNNM2
Drd1,DRD1
Tnfsfm13,TNFSF12-TNFSF13
Dctn5,DCTN5
Tigd5,TIGD5
Smtnl1,SMTNL1
Olfr1263,OR4C45
Cntnap1,CNTNAP1
Htra2,HTRA2
Mzf1,MZF1
Adcy1,ADCY1
Trim8,TRIM8
Fig4,FIG4
Tardbp,TARDBP
Nubp1,NUBP1
Wdr41,WDR41
Hdc,HDC
Rab4b,RAB4B-EGLN2
Rab4b,RAB4B
Hagh,HAGH
Olfr378,OR1E1
Olfr378,OR1E2
Rps14,RPS14
Gm6710,ZNF788P
Col7a1,COL7A1
Serpinb9c,SERPINB9
Dstn,DSTN
Nop14,NOP14
Sema3d,SEMA3D
Lipt2,LIPT2
Dock11,DOCK11
Zeb2,ZEB2
Ppp1r16b,PPP1R16B
Mrps35,MRPS35
4932429P05Rik,PPP4R3C
Prtg,PRTG
Gfpt2,GFPT2
Ctnnd2,CTNND2
Ldhc,LDHC
Slc22a13b-ps,SLC22A13
Ins1,INS
Arhgap44,ARHGAP44
Pi4k2a,PI4K2A
Papln,PAPLN
H2-DMa,HLA-DMA
Cylc1,CYLC1
Yipf6,YIPF6
Ezh2,EZH2
Pnrc2,PNRC2
Kcnv1,KCNV1
4933415F23Rik,PPP1R14B
Gprasp1,GPRASP1
Mib1,MIB1
Pdrg1,PDRG1
Wdhd1,WDHD1
Peg10,PEG10
Fhad1,FHAD1
Uty,UTY
Garem1,GAREM1
Zdhhc21,ZDHHC21
Tmc7,TMC7
Mns1,MNS1
Klk1b27,KLK1
Dnah9,DNAH9
,MRPS6
1600014C10Rik,C19orf12
Dmtf1,DMTF1
Rgs12,RGS12
Pgap1,PGAP1
Styk1,STYK1
Pip5k1c,PIP5K1C
Ggh,GGH
Trp53,TP53
Zfyve19,ZFYVE19
Cdh24,CDH24
Mcm9,MCM9
Tbc1d8,TBC1D8
Ptgds,PTGDS
1810022K09Rik,C8orf59
Vwa2,VWA2
Fads1,FADS1
Nkiras2,NKIRAS2
Cpsf4l,CPSF4L
Txlng,TXLNG
Tpsg1,TPSG1
Slc25a42,SLC25A42
Bcap29,BCAP29
Dpep3,DPEP3
St6galnac4,ST6GALNAC4
Olfr1238,OR4A8
Olfr1238,OR4A5
Zic5,ZIC5
Dnaja2,DNAJA2
Nprl2,NPRL2
Asmt,ASMT
Atp5l,ATP5MGL
Atp5l,ATP5MG
Klk1b24,KLK1
Flt4,FLT4
BC005624,C9orf78
Abhd12b,ABHD12B
Plcl2,PLCL2
Mipol1,MIPOL1
Tmem151a,TMEM151A
Plscr3,PLSCR3
Tex14,TEX14
Dyrk1b,DYRK1B
Steap1,STEAP1
Tmc8,TMC8
Ppp1r14b,PPP1R14B
Ndufs4,NDUFS4
Acot9,ACOT9
Adam23,ADAM23
Pcsk7,PCSK7
Meig1,MEIG1
Mageb2,MAGEB6B
Mageb2,MAGEB6
Nfx1,NFX1
Olfr1251,OR4A8
Olfr1251,OR4A5
Serpinb6a,SERPINB6
Sncg,SNCG
Unk,UNK
Cdc42ep4,CDC42EP4
Ints5,INTS5
Cnga3,CNGA3
Aars2,AARS2
Coq7,COQ7
Hoxb9,HOXB9
Fsip2,FSIP2
Jrkl,JRKL
Olfr401,OR3A1
Tsc22d4,TSC22D4
Dennd4a,DENND4A
Nkain3,NKAIN3
Slc29a2,SLC29A2
Kctd11,KCTD11
Tbx4,TBX4
Elp6,ELP6
C130026I21Rik,SP140
Usmg5,ATP5MD
Fam83d,FAM83D
Rbm12b2,RBM12B
U2af1l4,U2AF1L4
Ssxb9,SSX5
Ssxb9,SSX1
Ssxb9,SSX3
Ssxb9,SSX4
Ssxb9,SSX4B
Strc,STRC
Rec114,REC114
Kif12,KIF12
Prkra,PRKRA
Olfr488,OR5P2
Dcc,DCC
Nme4,NME4
Slc7a9,SLC7A9
Immp1l,IMMP1L
Olfr1242,OR4A8
Olfr1242,OR4A5
Rftn2,RFTN2
Gm49384,POLE2
Sirpb1a,SIRPG
Sirpb1a,SIRPA
Rhov,RHOV
Tpd52,TPD52
Ndfip1,NDFIP1
Mrgprg,MRGPRG
Slc25a20,SLC25A20
H2-Ab1,HLA-DQB1
H2-Ab1,HLA-DQB2
Klk1b8,KLK1
Kdelr2,KDELR2
Gtpbp3,GTPBP3
Cdip1,CDIP1
Slc7a2,SLC7A2
St14,ST14
Slc6a12,SLC6A12
St6galnac1,ST6GALNAC1
Arpp21,ARPP21
Sult1e1,SULT1E1
Cebpe,CEBPE
Klhdc9,KLHDC9
Gm20604,GON7
Ppp1r2,PPP1R2
Neurod6,NEUROD6
Gm28040,GOLT1A
Cfap99,CFAP99
Tmem175,TMEM175
Pik3r6,PIK3R6
Scel,SCEL
Cldn11,CLDN11
Cda,CDA
Hmbox1,HMBOX1
Bahcc1,BAHCC1
Fip1l1,FIP1L1
Olfr1065,OR8K3
Klhl36,KLHL36
Trat1,TRAT1
Mtpn,MTPN
Tusc3,TUSC3
Nudt13,NUDT13
Pola2,POLA2
Igf1r,IGF1R
Olig3,OLIG3
Snx15,SNX15
Hspa12b,HSPA12B
Defb35,DEFB105B
Defb35,DEFB105A
Pdk2,PDK2
Cacnb1,CACNB1
Olfr1303,OR4F3
Pabpc2,PABPC1
Bmp8b,BMP8A
1810041L15Rik,SHISAL1
Olfr868,OR7E24
Ccr1,CCR1
Olfr832,OR7G3
Srp9,SRP9
Fam120b,FAM120B
Lrguk,LRGUK
Csgalnact2,CSGALNACT2
Ankrd52,ANKRD52
Ipo8,IPO8
Cyyr1,CYYR1
Rdh1,RDH16
Apoc1,APOC1
Phox2b,PHOX2B
Ppp1r3d,PPP1R3D
Sphk1,SPHK1
Samd1,SAMD1
Bend3,BEND3
Exoc7,EXOC7
Gm21973,PRLR
Tstd2,TSTD2
Gcsam,GCSAM
Tctex1d2,TCTEX1D2
Fam78b,FAM78B
Pou5f2,POU5F2
1110034G24Rik,SHLD1
Col25a1,COL25A1
Rsg1,CPLANE2
Acox3,ACOX3
Bbx,BBX
Ppp1r42,PPP1R42
Ahdc1,AHDC1
Elf4,ELF4
Large1,LARGE1
Ppp3r1,PPP3R1
Fam43b,FAM43B
Tas1r3,TAS1R3
Myh15,MYH15
Cer1,CER1
Gpr173,GPR173
Eci2,ECI2
Dtnbp1,DTNBP1
Aspm,ASPM
Rps6ka5,RPS6KA5
Sp9,SP9
Coq8a,COQ8A
Uchl4,UCHL3
Plxna3,PLXNA3
Atp6v0e,ATP6V0E1
Sp3,SP3
Cnksr1,CNKSR1
Dpy19l4,DPY19L4
Rrp15,RRP15
Pla2g2c,PLA2G2C
1700003E16Rik,C2orf81
Plin3,PLIN3
Bpnt1,BPNT1
Sgsh,SGSH
Arfip2,ARFIP2
Arhgef33,ARHGEF33
Mybl1,MYBL1
Slc26a9,SLC26A9
Tnpo3,TNPO3
Gzmb,GZMB
Sh3bp4,SH3BP4
Ube3b,UBE3B
Cenpe,CENPE
Rnf212b,RNF212B
Hpgds,HPGDS
Dis3,DIS3
Enpp4,ENPP4
Bcl2l10,BCL2L10
Yap1,YAP1
Chdh,CHDH
Csl,CS
Prss2,PRSS1
Prss2,PRSS2
Gja5,GJA5
Fas,FAS
Impdh2,IMPDH2
Ptgr2,PTGR2
Nap1l3,NAP1L3
Zp2,ZP2
Bbs10,BBS10
Olfr1058,OR8K3
Tmem59l,TMEM59L
Chaf1a,CHAF1A
Tnfaip8l1,TNFAIP8L1
Trav9d-3,TRAV8-1
Trav9d-3,TRAV8-3
Gm5771,PRSS1
Gm5771,PRSS2
Gm2696,KRTAP10-12
Gm2696,KRTAP10-8
Gm2696,KRTAP10-5
Gm2696,KRTAP10-1
Gm2696,KRTAP10-9
Gm2696,KRTAP10-11
Gm2696,KRTAP10-2
Gm2696,KRTAP10-7
Gm2696,KRTAP10-4
Gm2696,KRTAP10-6
Gm2696,KRTAP10-10
Gm2696,KRTAP10-3
Patl1,PATL1
Accsl,ACCSL
Olfr582,OR52R1
Emc1,EMC1
Cpped1,CPPED1
Tnc,TNC
Kng1,KNG1
Cdc73,CDC73
Ptprh,PTPRH
Zswim8,ZSWIM8
Gxylt1,GXYLT1
Gm8994,EIF4A3
Gm36028,HHLA2
Slc30a7,SLC30A7
Ids,IDS
Zfp286,ZNF286B
Gzmc,GZMB
Acta2,ACTA2
Me1,ME1
Kcnj4,KCNJ4
Wdr5b,WDR5B
Cdkl4,CDKL4
Lst1,LST1
Zfp780b,ZNF780A
Zfp780b,ZNF780B
Olfr1493-ps1,OR10W1
Themis2,THEMIS2
Sept11,SEPT11
Slc26a6,SLC26A6
Zfp24,ZNF24
H2-K1,HLA-A
H2-K1,HLA-G
H2-K1,HLA-F
H2-K1,HLA-E
Cyp27a1,CYP27A1
Rexo1,REXO1
Vasn,VASN
Sez6,SEZ6
Cbfa2t3,CBFA2T3
Olfr1438-ps1,OR5A2
Tnfrsf8,TNFRSF8
Serpina1a,SERPINA1
Camk2a,CAMK2A
4930578I06Rik,C8orf74
Sars,SARS
